input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_003122365.1	GCF_003122365.1	ASM312236v1	1690221	Streptomyces spongiicola	strain=HNM0071	latest	Complete Genome	14	14	93.33	0.00
GCF_003063625.1	GCF_003063625.1	ASM306362v1	2172099	Catenovulum sp. CCB-QB4	strain=CCB-QB4	latest	Complete Genome	14	14	93.33	0.00
GCF_003258315.1	GCF_003258315.1	ASM325831v1	1548548	Bradymonas sediminis	strain=FA350	latest	Complete Genome	14	14	93.33	0.00
GCF_003258705.1	GCF_003258705.1	ASM325870v1	1784714	Arcticibacterium luteifluviistationis	strain=SM1504T	latest	Complete Genome	14	14	93.33	0.00
GCF_003290445.1	GCF_003290445.1	ASM329044v1	2007306	Francisella adeliensis	strain=FDC440	latest	Complete Genome	14	14	93.33	0.00
GCF_003264115.1	GCF_003264115.1	ASM326411v1	2011159	Erythrobacter sp. KY5	strain=KY5	latest	Complete Genome	14	14	93.33	0.00
GCF_003290325.1	GCF_003290325.1	ASM329032v1	146919	Salinibacter ruber	strain=P13	latest	Complete Genome	14	13	86.67	6.67
GCF_003269425.1	GCF_003269425.1	ASM326942v1	1383885	Flagellimonas maritima	strain=HME9304	latest	Complete Genome	14	14	93.33	0.00
GCF_003332325.1	GCF_003332325.1	ASM333232v1	142651	Mycoplasma phocidae	strain=105	latest	Complete Genome	14	14	93.33	0.00
GCF_003260975.1	GCF_003260975.1	ASM326097v1	1795355	Echinicola strongylocentroti	strain=MEBiC08714	latest	Complete Genome	14	14	93.33	0.00
GCF_003148385.1	GCF_003148385.1	ASM314838v1	2201181	Flavobacterium sediminis	strain=MEBiC07310	latest	Complete Genome	14	14	93.33	0.00
GCF_003326015.1	GCF_003326015.1	ASM332601v1	2508687	Candidatus Thioglobus sp. NP1	strain=NP1	latest	Complete Genome	14	14	93.33	0.00
GCF_003312895.1	GCF_003312895.1	ASM331289v1	1390	Bacillus amyloliquefaciens	strain=SH-B74	latest	Complete Genome	14	14	93.33	0.00
GCF_002983865.1	GCF_002983865.1	ASM298386v1	2434	Roseobacter denitrificans	strain=FDAARGOS_309	latest	Complete Genome	14	14	93.33	0.00
GCF_003074055.1	GCF_003074055.1	ASM307405v1	1827580	Streptomyces nigra	strain=452	latest	Complete Genome	14	14	93.33	0.00
GCF_003342695.1	GCF_003342695.1	ASM334269v1	1547898	Haloplanus rubicundus	strain=CBA1113	latest	Complete Genome	14	13	86.67	6.67
GCF_003344885.1	GCF_003344885.1	ASM334488v1	2185142	Altererythrobacter sp. ZODW24	strain=ZODW24	latest	Chromosome	14	14	93.33	0.00
GCF_003330885.1	GCF_003330885.1	ASM333088v1	2026785	Rhodobiaceae bacterium	strain=SMS8	latest	Complete Genome	14	14	93.33	0.00
GCF_003325475.1	GCF_003325475.1	ASM332547v1	2202141	Chromobacterium sp. IIBBL 112-1	strain=IIBBL 112-1	latest	Complete Genome	14	14	93.33	0.00
GCF_003342675.1	GCF_003342675.1	ASM334267v1	1547898	Haloplanus rubicundus	strain=CBA1112	latest	Complete Genome	14	13	86.67	6.67
GCF_003325495.1	GCF_003325495.1	ASM332549v1	2202142	Chromobacterium sp. IIBBL 274-1	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_003344925.1	GCF_003344925.1	ASM334492v1	1784713	Flavobacterium arcticum	strain=SM1502	latest	Complete Genome	14	14	93.33	0.00
GCF_003143555.1	GCF_003143555.1	ASM314355v1	2183582	Saliniradius amylolyticus	strain=HMF8227	latest	Complete Genome	14	14	93.33	0.00
GCF_003345275.1	GCF_003345275.1	ASM334527v1	1351	Enterococcus faecalis	strain=TY1	latest	Complete Genome	14	14	93.33	0.00
GCF_003312585.1	GCF_003312585.1	ASM331258v1	680	Vibrio campbellii	strain=DS40M4	latest	Complete Genome	14	14	93.33	0.00
GCF_003344865.1	GCF_003344865.1	ASM334486v1	1608957	Euzebya sp. DY32-46	strain=DY32-46	latest	Complete Genome	14	14	93.33	0.00
GCF_003072645.1	GCF_003072645.1	ASM307264v1	2169539	Gammaproteobacteria bacterium DM2	strain=DM2	latest	Complete Genome	14	14	93.33	0.00
GCF_003312875.1	GCF_003312875.1	ASM331287v1	1804986	Amycolatopsis albispora	strain=WP1	latest	Complete Genome	14	14	93.33	0.00
GCF_003293715.1	GCF_003293715.1	ASM329371v1	1593482	Massilia sp. YMA4	strain=YMA4	latest	Complete Genome	14	14	93.33	0.00
GCF_003352065.1	GCF_003352065.1	ASM335206v1	1389004	Sulfitobacter sp. SK011	strain=SK011	latest	Complete Genome	14	14	93.33	0.00
GCF_003355455.1	GCF_003355455.1	ASM335545v1	2182384	Erythrobacter aureus	strain=YH-07	latest	Complete Genome	14	14	93.33	0.00
GCF_003288315.1	GCF_003288315.1	ASM328831v1	2203213	Roseovarius sp. AK1035	strain=AK1035	latest	Complete Genome	14	14	93.33	0.00
GCF_003285105.1	GCF_003285105.1	ASM328510v1	2026787	Rhodothermaceae bacterium	strain=MEBiC09517	latest	Complete Genome	14	14	93.33	0.00
GCF_003008555.1	GCF_003008555.2	ASM300855v2	2605946	Rhodobacteraceae bacterium SH-1	strain=SH-1	latest	Complete Genome	14	14	93.33	0.00
GCF_003352045.1	GCF_003352045.1	ASM335204v1	2070369	Sulfitobacter sp. JL08	strain=JL08	latest	Complete Genome	14	14	93.33	0.00
GCF_003367315.1	GCF_003367315.1	ASM336731v1	2161747	Saccharospirillum mangrovi	strain=HK-33	latest	Complete Genome	14	14	93.33	0.00
GCF_003352085.1	GCF_003352085.1	ASM335208v1	1389005	Sulfitobacter sp. SK012	strain=SK012	latest	Complete Genome	14	14	93.33	0.00
GCF_003351365.1	GCF_003351365.1	ASM335136v1	47850	Micromonospora aurantiaca	strain=110B(2018)	latest	Complete Genome	14	14	93.33	0.00
GCF_003403095.1	GCF_003403095.1	ASM340309v1	1891279	Thalassospira indica	strain=PB8BT (=MCCC 1A01103T=LMG 29620T)	latest	Complete Genome	14	14	93.33	0.00
GCF_003391255.1	GCF_003391255.1	ASM339125v1	70775	Pseudomonas plecoglossicida	strain=XSDHY-P	latest	Complete Genome	14	14	93.33	0.00
GCF_003429285.1	GCF_003429285.1	ASM342928v1	2303538	Salinimonas sediminis	strain=N102	latest	Complete Genome	14	14	93.33	0.00
GCF_003410255.1	GCF_003410255.1	ASM341025v1	1392	Bacillus anthracis	strain=MCCC 1A02161	latest	Complete Genome	14	14	93.33	0.00
GCF_003410315.1	GCF_003410315.1	ASM341031v1	639310	Olleya aquimaris	strain=DAU311	latest	Complete Genome	14	14	93.33	0.00
GCF_003410355.1	GCF_003410355.1	ASM341035v1	1392	Bacillus anthracis	strain=MCCC 1A01412	latest	Complete Genome	14	14	93.33	0.00
GCF_003433515.1	GCF_003433515.1	ASM343351v1	454601	Maritalea myrionectae	strain=HL2708#5	latest	Complete Genome	14	14	93.33	0.00
GCF_003429325.1	GCF_003429325.1	ASM342932v1	43662	Pseudoalteromonas piscicida	strain=DE2-A	latest	Complete Genome	13	12	80.00	13.33
GCF_003391375.1	GCF_003391375.1	ASM339137v1	190893	Vibrio coralliilyticus	strain=RE22	latest	Complete Genome	14	14	93.33	0.00
GCF_003352105.1	GCF_003352105.1	ASM335210v1	1389011	Sulfitobacter sp. SK025	strain=SK025	latest	Complete Genome	14	14	93.33	0.00
GCF_003367375.1	GCF_003367375.1	ASM336737v1	2291597	Gallaecimonas mangrovi	strain=HK-28	latest	Complete Genome	14	14	93.33	0.00
GCF_003429305.1	GCF_003429305.1	ASM342930v1	43662	Pseudoalteromonas piscicida	strain=DE1-A	latest	Complete Genome	13	12	80.00	20.00
GCF_003352465.1	GCF_003352465.1	ASM335246v1	2282170	Kordia sp. SMS9	strain=SMS9	latest	Complete Genome	14	14	93.33	0.00
GCF_003443635.1	GCF_003443635.1	ASM344363v1	1871037	Flavobacteriaceae bacterium	strain=AU392	latest	Complete Genome	14	14	93.33	0.00
GCF_003443595.1	GCF_003443595.1	ASM344359v1	681157	Phaeobacter sp. LSS9	strain=LSS9	latest	Complete Genome	14	14	93.33	0.00
GCF_003441595.1	GCF_003441595.1	ASM344159v1	2304594	Marinobacter sp. Arc7-DN-1	strain=Arc7-DN-1	latest	Complete Genome	14	14	93.33	0.00
GCF_003443555.1	GCF_003443555.1	ASM344355v1	221822	Phaeobacter inhibens	strain=2.10	latest	Complete Genome	14	14	93.33	0.00
GCF_003443575.1	GCF_003443575.1	ASM344357v1	221822	Phaeobacter inhibens	strain=BS107	latest	Complete Genome	14	14	93.33	0.00
GCF_003443535.1	GCF_003443535.1	ASM344353v1	2293862	Ruegeria sp. AD91A	strain=AD91A	latest	Complete Genome	14	14	93.33	0.00
GCF_003443615.1	GCF_003443615.1	ASM344361v1	1714845	Alteromonas sp. BL110	strain=BL110	latest	Complete Genome	14	14	93.33	0.00
GCF_003443695.1	GCF_003443695.1	ASM344369v1	1714848	Aquimarina sp. AD1	strain=AD1	latest	Complete Genome	14	14	93.33	0.00
GCF_003443675.1	GCF_003443675.1	ASM344367v1	1714860	Aquimarina sp. BL5	strain=BL5	latest	Complete Genome	14	14	93.33	0.00
GCF_003443715.1	GCF_003443715.1	ASM344371v1	1714849	Aquimarina sp. AD10	strain=AD10	latest	Complete Genome	14	14	93.33	0.00
GCF_003443875.1	GCF_003443875.1	ASM344387v1	2107713	Aeromicrobium sp. A1-2	strain=A1-2	latest	Complete Genome	13	13	86.67	0.00
GCF_003491185.1	GCF_003491185.1	ASM349118v1	146919	Salinibacter ruber	strain=P18	latest	Complete Genome	14	13	86.67	6.67
GCF_003491205.1	GCF_003491205.1	ASM349120v1	146919	Salinibacter ruber	strain=RM158	latest	Complete Genome	14	13	86.67	6.67
GCF_003443775.1	GCF_003443775.1	ASM344377v1	2163016	Vibrio sp. dhg	strain=dhg	latest	Complete Genome	14	14	93.33	0.00
GCF_003491385.1	GCF_003491385.1	ASM349138v1	146919	Salinibacter ruber	strain=SP38	latest	Complete Genome	14	13	86.67	6.67
GCF_003491425.1	GCF_003491425.1	ASM349142v1	146919	Salinibacter ruber	strain=M1	latest	Complete Genome	14	13	86.67	13.33
GCF_003443735.1	GCF_003443735.1	ASM344373v1	2306165	Streptomyces sp. CC0208	strain=CC0208	latest	Complete Genome	14	14	93.33	0.00
GCF_003544895.1	GCF_003544895.1	ASM354489v1	2171755	Profundibacter amoris	strain=BAR1	latest	Complete Genome	14	14	93.33	0.00
GCF_003491405.1	GCF_003491405.1	ASM349140v1	146919	Salinibacter ruber	strain=SP73	latest	Complete Genome	14	13	86.67	6.67
GCF_003515105.1	GCF_003515105.1	ASM351510v1	621376	Pseudoalteromonas donghaensis	strain=HJ51	latest	Complete Genome	14	14	93.33	0.00
GCF_003516185.1	GCF_003516185.1	ASM351618v1	615	Serratia marcescens	strain=EL1	latest	Chromosome	14	14	93.33	0.00
GCF_003544875.1	GCF_003544875.1	ASM354487v1	1074311	Vibrio alfacsensis	strain=CAIM 1831	latest	Complete Genome	14	14	93.33	0.00
GCF_003516165.1	GCF_003516165.1	ASM351616v1	615	Serratia marcescens	strain=KS10	latest	Chromosome	14	14	93.33	0.00
GCF_003568865.1	GCF_003568865.1	ASM356886v1	2051957	Rubrobacter indicoceani	strain=SCSIO 08198	latest	Complete Genome	14	14	93.33	0.00
GCF_003568845.1	GCF_003568845.1	ASM356884v1	2220096	Indioceanicola profundi	strain=SCSIO 08040	latest	Complete Genome	14	14	93.33	0.00
GCF_003584745.1	GCF_003584745.1	ASM358474v1	1136880	Mycobacterium pseudoshottsii JCM 15466	strain=JCM 15466	latest	Complete Genome	14	14	93.33	0.00
GCF_003612895.1	GCF_003612895.1	ASM361289v1	2109558	Halobacteriovorax sp. BALOs_7	strain=BALOs_7	latest	Complete Genome	14	14	93.33	0.00
GCF_003585765.1	GCF_003585765.1	ASM358576v1	323450	Pontibacter actiniarum	strain=DSM 19842	latest	Complete Genome	14	14	93.33	0.00
GCF_003611275.1	GCF_003611275.1	ASM361127v1	1968541	Sulfitobacter sp. D7	strain=D7	latest	Complete Genome	14	14	93.33	0.00
GCF_003584645.1	GCF_003584645.1	ASM358464v1	1432792	Methylocaldum marinum	strain=S8	latest	Complete Genome	14	14	93.33	0.00
GCF_003668795.1	GCF_003668795.1	ASM366879v1	176102	Pseudoalteromonas agarivorans	strain=Hao 2018	latest	Complete Genome	14	14	93.33	0.00
GCF_003568825.1	GCF_003568825.1	ASM356882v1	314281	Pseudoalteromonas tunicata	strain=D2	latest	Complete Genome	14	14	93.33	0.00
GCF_003671915.1	GCF_003671915.1	ASM367191v1	323284	Alcaligenes aquatilis	strain=QD168	latest	Complete Genome	14	14	93.33	0.00
GCF_003584565.1	GCF_003584565.2	ASM358456v3	2267264	Alteromonas sp. RKMC-009	strain=RKMC-009	latest	Complete Genome	14	14	93.33	0.00
GCF_003687485.1	GCF_003687485.1	ASM368748v1	1761453	Euzebyella marina	strain=RN62	latest	Complete Genome	14	14	93.33	0.00
GCF_003691525.1	GCF_003691525.1	ASM369152v1	670	Vibrio parahaemolyticus	strain=160807	latest	Complete Genome	14	14	93.33	0.00
GCF_003626995.1	GCF_003626995.1	ASM362699v1	294	Pseudomonas fluorescens	strain=PF08	latest	Complete Genome	14	14	93.33	0.00
GCF_003691505.1	GCF_003691505.1	ASM369150v1	696485	Vibrio owensii	strain=1700302	latest	Complete Genome	14	14	93.33	0.00
GCF_003612775.1	GCF_003612775.1	ASM361277v1	479978	Micromonospora tulbaghiae	strain=CNY-010	latest	Complete Genome	14	14	93.33	0.00
GCF_003716855.1	GCF_003716855.1	ASM371685v1	511	Alcaligenes faecalis	strain=J481	latest	Complete Genome	14	14	93.33	0.00
GCF_003711265.1	GCF_003711265.1	ASM371126v1	2360	Bathymodiolus thermophilus thioautotrophic gill symbiont	strain=EPR9N	latest	Complete Genome	14	14	93.33	0.00
GCF_003691485.1	GCF_003691485.1	ASM369148v1	680	Vibrio campbellii	strain=170502	latest	Complete Genome	14	14	93.33	0.00
GCF_003691545.1	GCF_003691545.1	ASM369154v1	696485	Vibrio owensii	strain=V180403	latest	Complete Genome	13	13	86.67	0.00
GCF_003711085.1	GCF_003711085.1	ASM371108v1	2320140	Arcobacter peruensis	strain=PSE-93	latest	Chromosome	14	14	93.33	0.00
GCF_003569745.1	GCF_003569745.1	ASM356974v1	2060312	Altererythrobacter sp. B11	strain=B11	latest	Complete Genome	14	14	93.33	0.00
GCF_003719615.1	GCF_003719615.1	ASM371961v1	550	Enterobacter cloacae	strain=E3442	latest	Complete Genome	14	14	93.33	0.00
GCF_003846365.1	GCF_003846365.1	ASM384636v1	1063	Rhodobacter sphaeroides	strain=AB25	latest	Chromosome	14	14	93.33	0.00
GCF_003850185.1	GCF_003850185.1	ASM385018v1	1238	Piscirickettsia salmonis	strain=EM-90	latest	Complete Genome	14	14	93.33	0.00
GCF_003354245.1	GCF_003354245.1	ASM335424v1	636	Edwardsiella tarda	strain=ET-1	latest	Complete Genome	14	14	93.33	0.00
GCF_003846405.1	GCF_003846405.1	ASM384640v1	1063	Rhodobacter sphaeroides	strain=AB29	latest	Chromosome	14	14	93.33	0.00
GCF_003846425.1	GCF_003846425.1	ASM384642v1	1063	Rhodobacter sphaeroides	strain=AB24	latest	Chromosome	14	14	93.33	0.00
GCF_003726935.1	GCF_003726935.1	ASM372693v1	689	Vibrio mediterranei	strain=117-T6	latest	Complete Genome	14	14	93.33	0.00
GCF_003855395.1	GCF_003855395.1	ASM385539v1	150120	Shewanella livingstonensis	strain=LMG 19866	latest	Complete Genome	14	14	93.33	0.00
GCF_003966975.1	GCF_003966975.1	ASM396697v1	913107	Pelolinea submarina	strain=MO-CFX1	latest	Complete Genome	14	14	93.33	0.00
GCF_003950215.1	GCF_003950215.1	ASM395021v1	44935	Halomonas venusta	strain=MA-ZP17-13	latest	Complete Genome	14	14	93.33	0.00
GCF_003722215.1	GCF_003722215.1	ASM372221v1	1648	Erysipelothrix rhusiopathiae	strain=KC-Sb-R1	latest	Complete Genome	14	14	93.33	0.00
GCF_003970715.1	GCF_003970715.1	ASM397071v1	66425	Streptomyces luteoverticillatus	strain=CGMCC 15060	latest	Complete Genome	14	14	93.33	0.00
GCF_900099705.1	GCF_900099705.1	IMG-taxon 2634166279 annotated assembly	399736	Agrococcus jejuensis	strain=DSM 22002	latest	Chromosome	14	14	93.33	0.00
GCF_003942025.1	GCF_003942025.1	ASM394202v1	40269	Aliivibrio salmonicida	strain=VS224	latest	Complete Genome	14	14	93.33	0.00
GCF_003867075.1	GCF_003867075.1	ASM386707v1	104268	Tenacibaculum mesophilum	strain=DSM 13764	latest	Chromosome	14	14	93.33	0.00
GCF_900101765.1	GCF_900101765.1	IMG-taxon 2667527234 annotated assembly	1336802	Nonlabens sp. Hel1_33_55	strain=Hel1_33_55	latest	Chromosome	14	14	93.33	0.00
GCF_003846385.1	GCF_003846385.1	ASM384638v1	1063	Rhodobacter sphaeroides	strain=AB27	latest	Chromosome	14	14	93.33	0.00
GCF_900095155.1	GCF_900095155.1	BR141012304v1	1218315	Brucella inopinata	strain=141012304	latest	Complete Genome	14	14	93.33	0.00
GCF_003721455.1	GCF_003721455.1	ASM372145v1	38313	Shewanella algae	strain=KC-Na-R1	latest	Complete Genome	14	14	93.33	0.00
GCF_004006315.1	GCF_004006315.1	ASM400631v1	2579250	Nautilia sp. PV-1	strain=PV-1	latest	Complete Genome	14	14	93.33	0.00
GCF_900104375.1	GCF_900104375.1	IMG-taxon 2667527226 annotated assembly	1250295	Flavobacteriaceae bacterium MAR_2010_188	strain=Mar_2010_188	latest	Chromosome	14	14	93.33	0.00
GCF_003721495.1	GCF_003721495.1	ASM372149v1	1522758	Streptomyces sp. ADI95-16	strain=ADI95-16	latest	Complete Genome	14	14	93.33	0.00
GCF_004022545.1	GCF_004022545.1	ASM402254v1	170679	Vibrio chagasii	strain=ECSMB14107	latest	Complete Genome	14	13	86.67	6.67
GCF_003856835.1	GCF_003856835.1	ASM385683v1	660522	Haloplanus aerogenes	strain=JCM 16430	latest	Complete Genome	14	13	86.67	6.67
GCF_900102005.1	GCF_900102005.1	IMG-taxon 2667527218 annotated assembly	912630	Microbacterium sp. LKL04	strain=LKL04	latest	Chromosome	14	14	93.33	0.00
GCF_900091425.1	GCF_900091425.1	IMG-taxon 2617270872 annotated assembly	307121	Micromonospora krabiensis	strain=DSM 45344	latest	Chromosome	14	14	93.33	0.00
GCF_003991075.1	GCF_003991075.1	ASM399107v1	1803865	Thiomicrospira sp. S5	strain=S5	latest	Complete Genome	14	14	93.33	0.00
GCF_003991135.1	GCF_003991135.1	ASM399113v1	1323375	Anoxybacter fermentans	strain=DY22613	latest	Complete Genome	14	14	93.33	0.00
GCF_003330945.1	GCF_003330945.1	ASM333094v1	72407	Klebsiella pneumoniae subsp. pneumoniae	strain=KC-Pl-HB1	latest	Complete Genome	14	14	93.33	0.00
GCF_900104765.1	GCF_900104765.1	IMG-taxon 2634166549 annotated assembly	1336796	Gillisia sp. Hel1_33_143	strain=Hel1_33_143	latest	Chromosome	14	14	93.33	0.00
GCF_003952245.1	GCF_003952245.1	ASM395224v1	75588	Pseudomonas libanensis	strain=DMSP-1	latest	Complete Genome	14	14	93.33	0.00
GCF_003970735.1	GCF_003970735.1	ASM397073v1	1826607	Silicimonas algicola	strain=KC90	latest	Complete Genome	14	14	93.33	0.00
GCF_900105005.1	GCF_900105005.1	IMG-taxon 2667527220 annotated assembly	797277	Pseudomonas litoralis	strain=2SM5	latest	Chromosome	14	14	93.33	0.00
GCF_003986605.1	GCF_003986605.1	ASM398660v1	1420917	Marinobacter salarius	strain=HL2708#2	latest	Complete Genome	14	14	93.33	0.00
GCF_900105865.1	GCF_900105865.1	IMG-taxon 2634166335 annotated assembly	131112	Arcanobacterium phocae	strain=DSM 10002	latest	Chromosome	14	14	93.33	0.00
GCF_900105135.1	GCF_900105135.1	IMG-taxon 2634166336 annotated assembly	1250205	Gramella sp. MAR_2010_147	strain=MAR_2010_147	latest	Chromosome	14	14	93.33	0.00
GCF_900106075.1	GCF_900106075.1	IMG-taxon 2634166548 annotated assembly	1336804	Polaribacter sp. Hel1_33_78	strain=Hel1_33_78	latest	Chromosome	14	14	93.33	0.00
GCF_900105995.1	GCF_900105995.1	IMG-taxon 2667527387 annotated assembly	364197	Pseudomonas pohangensis	strain=DSM 17875	latest	Chromosome	14	14	93.33	0.00
GCF_900108535.1	GCF_900108535.1	IMG-taxon 2675902960 annotated assembly	271420	Pseudomonas xanthomarina	strain=LMG 23572	latest	Chromosome	14	14	93.33	0.00
GCF_900188315.1	GCF_900188315.1	IMG-taxon 2609459767 annotated assembly	1761794	Marinobacter sp. es.042	strain=ES.042	latest	Chromosome	14	14	93.33	0.00
GCF_900476435.1	GCF_900476435.1	SHEWBE_PRJEB25587v2	43661	Shewanella benthica	strain=DB21MT-2	latest	Complete Genome	14	14	93.33	0.00
GCF_900105595.1	GCF_900105595.1	IMG-taxon 2684623039 annotated assembly	1881061	Stappia sp. ES.058	strain=ES.058	latest	Chromosome	14	14	93.33	0.00
GCF_900465055.1	GCF_900465055.1	MORIYA_PRJEB24680v2	69539	Moritella yayanosii	strain=DB21MT 5	latest	Complete Genome	14	14	93.33	0.00
GCF_900217235.1	GCF_900217235.1	DPRO_PRJEB22548_v1	57320	Pseudodesulfovibrio profundus	strain=500-1	latest	Complete Genome	14	14	93.33	0.00
GCF_900239935.1	GCF_900239935.1	PCAR91_V1	1314868	Pseudoalteromonas carrageenovora IAM 12662	strain=ATCC43555T	latest	Chromosome	14	14	93.33	0.00
GCF_900636325.1	GCF_900636325.1	40415_H02	53344	Staphylococcus delphini	strain=NCTC12225	latest	Complete Genome	14	14	93.33	0.00
GCF_900105105.1	GCF_900105105.1	IMG-taxon 2675903128 annotated assembly	320912	Maribacter dokdonensis	strain=MAR_2009_60	latest	Chromosome	14	14	93.33	0.00
GCF_900176595.1	GCF_900176595.1	IMG-taxon 2506520046 annotated assembly	758820	Aquiflexum balticum DSM 16537	strain=DSM 16537	latest	Chromosome	14	14	93.33	0.00
GCF_900538275.1	GCF_900538275.1	PRJNA448822_chromosome	2173034	Petrocella atlantisensis	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_900105035.1	GCF_900105035.1	IMG-taxon 2634166337 annotated assembly	279359	Gramella echinicola	strain=Mar_2010_102	latest	Chromosome	14	14	93.33	0.00
GCF_900574125.1	GCF_900574125.1	EPIB_assembly_I	379347	Epibacterium mobile	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_900105445.1	GCF_900105445.1	IMG-taxon 2634166844 annotated assembly	545619	Paraoerskovia marina	strain=DSM 22126	latest	Chromosome	14	14	93.33	0.00
GCF_004014695.1	GCF_004014695.1	ASM401469v1	1628392	Hahella sp. KA22	strain=KA22	latest	Complete Genome	14	14	93.33	0.00
GCF_000012345.1	GCF_000012345.1	ASM1234v1	335992	Candidatus Pelagibacter ubique HTCC1062	strain=HTCC1062	latest	Complete Genome	14	14	93.33	0.00
GCF_900198835.1	GCF_900198835.1	chr_EXT12c	2016361	Thermococcus sp. EXT12c	strain=EXT12c	latest	Complete Genome	14	14	93.33	0.00
GCF_003990725.1	GCF_003990725.2	ASM399072v2	634157	Halorubrum sp. PV6	strain=PV6	latest	Complete Genome	14	13	86.67	6.67
GCF_900119795.1	GCF_900119795.1	MARIT_PRJEB17743	1349785	Tenacibaculum maritimum NCIMB 2154	NA	latest	Complete Genome	14	14	93.33	0.00
GCF_900198195.1	GCF_900198195.1	Tjejuense_V1	584609	Tenacibaculum jejuense	strain=KCTC 22618(T)	latest	Complete Genome	14	14	93.33	0.00
GCF_900215505.1	GCF_900215505.1	IMG-taxon 2615840601 annotated assembly	1798205	Cohaesibacter sp. ES.047	strain=ES.047	latest	Chromosome	14	14	93.33	0.00
GCF_900637885.1	GCF_900637885.1	52683_H03	260714	Campylobacter insulaenigrae	strain=NCTC12927	latest	Complete Genome	14	14	93.33	0.00
GCF_004014715.1	GCF_004014715.1	ASM401471v1	1709477	Pseudoalteromonas sp. R3	strain=R3	latest	Complete Genome	14	14	93.33	0.00
GCF_000012465.1	GCF_000012465.1	ASM1246v1	59920	Prochlorococcus marinus str. NATL2A	strain=NATL2A	latest	Complete Genome	14	14	93.33	0.00
GCF_000012605.1	GCF_000012605.1	ASM1260v1	317025	Hydrogenovibrio crunogenus XCL-2	strain=XCL-2	latest	Complete Genome	14	14	93.33	0.00
GCF_000012645.1	GCF_000012645.1	ASM1264v1	74546	Prochlorococcus marinus str. MIT 9312	strain=MIT 9312	latest	Complete Genome	14	14	93.33	0.00
GCF_000017165.1	GCF_000017165.1	ASM1716v1	406327	Methanococcus vannielii SB	strain=SB	latest	Complete Genome	14	14	93.33	0.00
GCF_000012325.1	GCF_000012325.1	ASM1232v1	167879	Colwellia psychrerythraea 34H	strain=34H; BAA-681	latest	Complete Genome	14	14	93.33	0.00
GCF_000015825.1	GCF_000015825.1	ASM1582v1	368407	Methanoculleus marisnigri JR1	strain=JR1	latest	Complete Genome	14	14	93.33	0.00
GCF_000012505.1	GCF_000012505.1	ASM1250v1	316279	Synechococcus sp. CC9902	strain=CC9902	latest	Complete Genome	14	14	93.33	0.00
GCF_000016085.1	GCF_000016085.1	ASM1608v1	290318	Chlorobium phaeovibrioides DSM 265	strain=DSM 265	latest	Complete Genome	14	14	93.33	0.00
GCF_000013985.1	GCF_000013985.1	ASM1398v1	317655	Sphingopyxis alaskensis RB2256	strain=RB2256	latest	Complete Genome	14	14	93.33	0.00
GCF_000012625.1	GCF_000012625.1	ASM1262v1	110662	Synechococcus sp. CC9605	strain=CC9605	latest	Complete Genome	14	14	93.33	0.00
GCF_000016165.1	GCF_000016165.1	ASM1616v1	349161	Desulfotomaculum reducens MI-1	strain=MI-1	latest	Complete Genome	14	14	93.33	0.00
GCF_000014665.1	GCF_000014665.1	ASM1466v1	60481	Shewanella sp. MR-7	strain=MR-7	latest	Complete Genome	14	14	93.33	0.00
GCF_000014225.1	GCF_000014225.1	ASM1422v1	342610	Pseudoalteromonas atlantica T6c	strain=T6c	latest	Complete Genome	14	14	93.33	0.00
GCF_000014265.1	GCF_000014265.1	ASM1426v1	203124	Trichodesmium erythraeum IMS101	strain=IMS101	latest	Complete Genome	14	14	93.33	0.00
GCF_000014065.1	GCF_000014065.1	ASM1406v1	292414	Ruegeria sp. TM1040	strain=TM1040	latest	Complete Genome	14	14	93.33	0.00
GCF_000014745.1	GCF_000014745.1	ASM1474v1	394221	Maricaulis maris MCS10	strain=MCS10	latest	Complete Genome	14	14	93.33	0.00
GCF_000014045.1	GCF_000014045.1	ASM1404v1	375451	Roseobacter denitrificans OCh 114	strain=OCh 114	latest	Complete Genome	14	14	93.33	0.00
GCF_000014585.1	GCF_000014585.1	ASM1458v1	64471	Synechococcus sp. CC9311	strain=CC9311	latest	Complete Genome	14	14	93.33	0.00
GCF_000012985.1	GCF_000012985.1	ASM1298v1	349521	Hahella chejuensis KCTC 2396	strain=KCTC 2396	latest	Complete Genome	14	14	93.33	0.00
GCF_000016425.1	GCF_000016425.1	ASM1642v1	369723	Salinispora tropica CNB-440	strain=CNB-440	latest	Complete Genome	14	14	93.33	0.00
